Name of District,Name of Province,Name of Division,Total Tehsils,Total Number of Settlements,Total Villages,Settlement_Index,Agriculture_Livestock_Index,Housing_Amenities_Index,Infrastructure_Services_Index,Education_Index,Health_Index,Recreation_Sports_Index,Social_Community_Index,Industry_Index,Credit_Finance_Index,Disaster_Resilience_Index
KARAK DISTRICT,KHYBER PAKHTUNKHWA,KOHAT DIVISION,3,628,118,23.142013800368147,23.3342390084633,62.51393174599965,58.507671152202825,77.51292604667228,64.45296834346446,2.227010748490782,1.179692205876404,8.753671323926994,65.54124728689553,28.657797415102447
KOHAT DISTRICT,KHYBER PAKHTUNKHWA,KOHAT DIVISION,3,650,174,23.538669416496106,24.804390001391518,61.54813721126954,62.214047395019435,71.10621613059895,59.26048625699024,9.077390166737,5.1246869709881135,6.813360568635408,79.5352169121308,13.873455438957604
BUNER DISTRICT,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,4,537,166,29.10249975157771,24.011317653669632,56.91981272903236,66.6501849862106,73.86758326196502,68.64525226942953,6.5403657299083235,8.178013322842954,36.586794128283486,67.16905503947584,0.0
CHITRAL LOWER,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,2,1123,332,28.31753345995333,16.13948785655244,50.53258018816828,51.92208152956207,63.32775403144624,56.26698113933536,4.893116206432068,72.44440281618051,12.15780169667191,72.62109534861335,80.22923303981649
CHITRAL UPPER,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,2,485,162,23.281964864566635,25.074840593532056,40.15913761818275,40.47401812188974,62.03129409558215,56.48575569424828,11.641399365862236,99.99488881242388,29.238206643475905,79.8640768591671,100.0
LOWER DIR DISTRICT,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,4,1794,1051,56.67841358377793,27.87288041739214,61.19270331973981,58.64113483661766,63.93266145825368,59.76706687793014,4.8773210629782096,25.16625542042523,18.71900513407574,85.68001064685693,30.42322251014052
MALAKAND PROTECTED AREA,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,3,296,34,20.145437937657967,44.094282306944024,92.81587622407156,87.77369313370227,100.0,100.0,17.14237968689578,19.431921982937826,100.0,60.170523767224026,2.181614271473192
SHANGLA DISTRICT,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,3,827,110,27.463323598967083,22.116446232778127,68.75051369855761,53.873346380409714,70.72711847914124,62.1579041011595,1.0370371341191162,23.655461534743434,3.4804631074691983,83.6409589664992,63.784757781706084
SWAT DISTRICT,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,8,760,212,36.86474212022372,21.320902671090376,74.39306506550747,77.59806210609305,76.15970412247756,68.97803900184518,11.151824642898957,9.536383149998475,11.77591699218623,49.94594589005204,8.721177468671417
UPPER DIR DISTRICT,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,3,2663,638,51.416347141882966,9.465363926671516,47.2239620876608,48.19874765190741,58.830985316582584,52.392900468663115,3.021079022355514,23.148129703691225,32.13065538997434,84.24023544406397,55.059102246734284
MARDAN DISTRICT,KHYBER PAKHTUNKHWA,MARDAN DIVISION,5,931,169,26.66191387773002,51.97465063337129,80.50462799117155,85.07492105726972,86.87569259633413,78.10752363952209,22.096204791001703,5.1144413397787565,49.15167468210607,44.154684263767955,7.86017372981847
SWABI DISTRICT,KHYBER PAKHTUNKHWA,MARDAN DIVISION,4,413,156,24.982359481678778,35.88227826963378,72.77004144830298,74.38108407119634,86.45306957281137,78.94544768556963,11.299497190897045,7.790567616172211,7.515024504747982,78.33601282525467,6.098348961151669
CHARSADDA DISTRICT,KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,3,674,203,24.767221113106213,49.306011277207,81.19499763166243,75.68605787206441,80.11246286425062,74.25851720957722,10.022694794005773,3.6650549232548317,11.947506714576155,54.496756877150176,6.211794771865126
NOWSHERA DISTRICT,KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,3,355,159,20.405686520450477,38.183291276798265,82.09370346550455,79.06943672702579,82.6918476484235,72.9328152780914,9.822407652939576,8.609218462380698,26.283433863136167,62.7652601507951,8.595702911317868
PESHAWAR DISTRICT,KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,5,821,315,30.409706325805896,42.266869356421324,82.41719866207467,80.1115595156762,81.41214586012832,75.00568069875324,7.950840783655518,5.215039171230007,26.68927198159119,71.6908619785754,11.919772348400812
BAHAWALNAGAR DISTRICT,PUNJAB,BAHAWALPUR DIVISION,5,3099,1095,68.71307516262752,78.56380515479582,70.9080900833576,59.59619538886185,67.39229229745658,64.82307344941877,17.139738788232506,1.5414063482324072,12.185912318701595,27.386806943972676,10.384065770608903
BAHAWALPUR DISTRICT,PUNJAB,BAHAWALPUR DIVISION,6,2691,709,56.82242365591884,76.84637880047595,73.57546670931507,64.1969241680234,68.03045852113836,65.126287929635,12.20948533766876,2.8182182073502133,24.04897326110827,43.20679919716323,3.9157089423426945
CHOLISTAN,PUNJAB,BAHAWALPUR DIVISION ,5,603,981,58.08808474386058,45.17515079351398,47.0656303250596,42.37741492735657,50.085333594629546,50.363764237379485,0.44476684195154215,0.0,0.0,70.67617717434716,10.281352975751807
RAHIM YAR KHAN DISTRICT,PUNJAB,BAHAWALPUR DIVISION,4,6125,1129,87.13138729464987,100.0,71.69394922121623,59.771382536755524,63.75072891085238,63.02121290643181,9.430056157245893,1.7407670391010346,19.437161745415334,31.284139114758634,6.82158103842946
DERA GHAZI KHAN DISTRICT,PUNJAB,D.G.KHAN DIVISION,4,3205,826,61.270802751341755,46.10879187113508,43.77550693991644,46.59035684006362,53.2288098883165,51.65516544149783,0.9585243639719047,2.591740169946965,9.86014399665927,69.4226002046127,2.941636189694344
LAYYAH DISTRICT,PUNJAB,D.G.KHAN DIVISION,3,1896,726,45.57916036383761,59.93297261910542,69.00686004978294,57.12832451575718,66.52645116759169,64.68352690423302,3.9536624927534834,2.1699175297792044,6.223594243344609,23.471466815114898,7.045808401179911
MUZAFFARGARH DISTRICT,PUNJAB,D.G.KHAN DIVISION,4,4443,978,70.80085362420846,78.55613241343967,66.8766123078367,58.471124396224205,66.16282783956558,64.58503945911546,3.496211291670216,3.255182896919843,16.831194465872063,43.332660811380045,9.013613103037285
RAJANPUR DISTRICT,PUNJAB,D.G.KHAN DIVISION,4,1655,532,43.536565951855785,50.0046115446998,48.35336796749737,50.843306370868056,56.03211866447517,55.06397849171817,1.2532347293090444,7.855278025575181,6.457155039718578,43.38216608865302,28.557160526779608
CHINIOT DISTRICT,PUNJAB,FAISALABAD DIVISION,3,566,361,30.709705625603977,55.21792649845656,68.17127447988989,65.66015466714816,64.9097965188144,60.10904836495142,2.8861733581328,1.7489139420978221,21.297996425707073,34.137910679043024,3.9515507489844928
FAISALABAD DISTRICT,PUNJAB,FAISALABAD DIVISION,6,1870,842,55.172862322091476,84.09425291045237,84.6558448082824,77.41252066731086,74.38987442047467,73.40749735997134,30.0454495699142,2.171266989311736,33.47834651391277,66.19334178561947,1.8687884656354712
JHANG DISTRICT,PUNJAB,FAISALABAD DIVISION,4,1960,722,49.8260147581525,61.343764389363706,68.22890293753674,59.34063241869264,65.75067474687286,64.65389532231215,2.9574600331174223,0.9506076229417508,10.016315635973701,57.79490358883407,21.722403898134274
TOBA TEK SINGH DISTRICT,PUNJAB,FAISALABAD DIVISION,4,1125,544,39.97822724905225,75.23105762355958,79.79907615325895,72.74680159650993,72.7073017864497,69.06016700283018,62.93934545805321,1.531014982690332,22.18188351314196,49.87832912125958,6.516914454178383
GUJRANWALA DISTRICT,PUNJAB,GUJRANWALA DIVISION,5,1387,813,48.945324144606204,68.45625620299668,87.2205832043435,77.69863196120708,72.0019509730498,67.34915173629027,14.477338059983747,2.45609431999257,26.20469729048868,48.339592716349586,9.471105775846308
GUJRAT DISTRICT,PUNJAB,GUJRANWALA DIVISION,3,1720,1006,52.334663297243836,42.37806334062284,83.29816420855808,78.68200845497188,71.59358360012608,67.3734022495676,1.8544002708457668,0.820315804629558,7.096986272146469,62.85776651720079,2.7122619241775396
HAFIZABAD DISTRICT,PUNJAB,GUJRANWALA DIVISION,2,640,422,29.272804674701124,54.81219177581932,84.06865428717794,70.14569131507575,67.25763031201176,63.25250150835673,7.840523517061546,1.3172354760080562,24.84107643569763,59.02560109604074,10.519219995500082
MANDI BAHAUDDIN DISTRICT,PUNJAB,GUJRANWALA DIVISION,3,839,433,33.351677414243554,68.56767611663754,84.06367290771509,76.20740845534446,74.07299153632181,66.41012563325106,5.690768007512827,2.17099469054785,50.92233285661709,50.817418356980696,9.567752371464627
NAROWAL DISTRICT,PUNJAB,GUJRANWALA DIVISION,3,1473,1245,57.41262242001389,41.95428164298809,76.84351372037509,66.78719298218513,65.75131647284918,61.398472373772165,3.580002389664609,0.5207848389465805,4.500945693578847,59.219425365820264,3.8480290656172143
SIALKOT DISTRICT,PUNJAB,GUJRANWALA DIVISION,4,1950,1507,68.3488538084598,47.82498143510819,87.05299264849624,79.20279505212027,69.16032120857713,66.49417236809956,4.819309842688228,1.9704995380941777,46.70702410937215,45.012050018395286,7.765700100254384
KASUR DISTRICT,PUNJAB,LAHORE DIVISION,4,2545,635,52.63278419333039,62.97659761363978,80.30552165734409,70.155871278559,70.96526649692574,69.6416136042727,8.090264593512712,1.3348836282091832,29.29253600303463,52.60653384317735,5.244093262643409
NANKANA SAHIB DISTRICT,PUNJAB,LAHORE DIVISION,3,957,419,34.16237465144168,58.863060033930545,78.34856313123205,70.30199131139803,68.0630009829472,65.8069337260263,24.086014620958903,1.613358255336875,11.952192198045722,21.283969684371637,5.0920274484287305
SHEIKHUPURA DISTRICT,PUNJAB,LAHORE DIVISION,5,1502,667,46.913701463730426,57.02021476799079,79.94381009483341,74.28869067024367,70.67999108887287,70.37733676138713,8.953887945757979,1.5096232941051901,29.469810503967864,30.94681174502758,6.513932988203207
KHANEWAL DISTRICT,PUNJAB,MULTAN DIVISION,4,1822,675,48.132543506129636,78.14028861469404,74.57943610713656,66.88996497241554,69.15799250671051,65.66737176118191,11.528156704367005,1.7980513615301785,20.394637010377767,48.001235166310614,8.42766292069615
LODHRAN DISTRICT,PUNJAB,MULTAN DIVISION,3,1365,438,35.34194887812199,67.51838694857885,72.81809671530036,60.2236199360426,69.90840682637983,64.99023959822388,3.2240725052777934,2.0279885522780474,16.33882077272698,51.10185078019186,7.593385982044071
MULTAN DISTRICT,PUNJAB,MULTAN DIVISION,4,2449,534,44.671982601409674,75.31572939668702,79.50355902751592,73.13420301324018,69.97410420105929,69.87671158736175,25.937360633656304,2.53150611754133,31.817522495684624,43.65528082565401,19.640635233361486
VEHARI DISTRICT,PUNJAB,MULTAN DIVISION,3,1844,777,48.31208687131336,82.35114945133786,76.91121166471619,65.26103975823806,66.16340659462959,64.63023872417158,9.157511106705961,1.2895796938077764,48.143810953197125,40.01459444120786,5.470363782059777
ATTOCK DISTRICT,PUNJAB,RAWALPINDI DIVISION,6,942,452,40.40580350468949,36.91594590838218,76.95640259725653,68.6936017998616,72.29478462605698,65.24828906093975,7.747008977354018,2.817337368287611,7.852802653893259,49.351863709203684,9.122373304176275
CHAKWAL DISTRICT,PUNJAB,RAWALPINDI DIVISION,5,945,449,38.84531719497264,35.19808505868034,74.4790710072355,70.50659711952572,74.27331952811224,68.94325981892156,8.654190279222092,9.403155102656738,10.101610851068083,62.49007154932732,2.8374021150160456
JHELUM DISTRICT,PUNJAB,RAWALPINDI DIVISION,4,975,583,38.97982705367617,32.00131598427048,76.65181720701212,73.24323165262804,68.71798981948861,67.46540577260038,4.264984774378698,1.7669137899393297,9.102961582063955,79.800300573523,8.037589474956377
RAWALPINDI DISTRICT,PUNJAB,RAWALPINDI DIVISION,7,3313,1202,73.41023353696009,36.05753429938298,77.44263601773169,70.37630518724797,71.23826120129503,67.44215090049246,10.108875999009202,3.100922915959542,12.280660558653574,58.67316223999015,1.7195151854099149
OKARA DISTRICT,PUNJAB,SAHIWAL DIVISION,3,2246,930,53.34822436224344,68.28556906280429,73.6828044173911,67.13405458862279,65.75799641090086,64.70209263462269,7.836368574922803,1.4560692899521153,24.825861964523465,58.82778158789142,1.3583477752175765
PAKPATTAN DISTRICT,PUNJAB,SAHIWAL DIVISION,2,1247,580,37.69108275493464,67.43088260079332,74.90283588463448,66.06748751115565,64.62899944447798,64.66230919114379,28.653236956138283,0.8628408169628127,8.687646375433033,46.97284813409199,8.680672018111359
SAHIWAL DISTRICT,PUNJAB,SAHIWAL DIVISION,2,1383,531,36.43140819810877,67.17902740690548,78.39245105882226,76.12790076390723,76.14595090455344,72.0383283479461,17.644780063162315,1.811504945062107,10.638560525054883,49.51742360206367,1.3337662575131495
BHAKKAR DISTRICT,PUNJAB,SARGODHA DIVISION,4,1358,541,42.28709566627483,53.64625726922846,68.54377343135015,57.316845904529586,63.24394298193038,60.561525639940974,12.268390715944339,0.7399821149009139,13.958554812086893,21.592067326345,15.695907890060386
KHUSHAB DISTRICT,PUNJAB,SARGODHA DIVISION,4,523,318,31.104183587957724,38.05563875120628,67.42377914587561,57.12621225628909,67.26784505345071,64.46277428090838,2.780532029240245,5.074057396914297,5.172442293025779,64.37071491222041,17.459354925146506
MIANWALI DISTRICT,PUNJAB,SARGODHA DIVISION,3,606,256,25.187937581510617,45.864725765472855,70.80380852940834,62.64134176510289,71.29595532071689,66.94641205045167,5.202256398909313,4.084410429913517,14.823941746389671,45.11478371768457,5.203131773730471
SARGODHA DISTRICT,PUNJAB,SARGODHA DIVISION,7,1813,846,58.256705873956584,78.66602993712667,79.76450391083078,72.77627930727533,73.42263592560776,68.82991906563468,19.980211048913482,1.330829233539961,18.095245790388233,49.53022185307495,3.168524886012346
BADIN DISTRICT,SINDH,HYDERABAD DIVISION,5,4012,472,59.24160192901582,48.85316434362924,47.5044308102537,48.842510930679424,57.87965358473479,58.17049374642114,0.8497723704377175,15.896917851228931,28.720047602533466,64.86536701444768,49.17343660635429
DADU DISTRICT,SINDH,HYDERABAD DIVISION,4,1456,345,37.459194061516506,41.34774149414678,56.56163125758547,52.33950971546264,62.5140260442564,57.455511852132155,3.4138746322733815,6.790182120103744,48.8077729138697,67.98078614163317,34.20796255024881
HYDERABAD DISTRICT,SINDH,HYDERABAD DIVISION,4,915,83,17.16190433517868,57.9958477932516,78.96940116193309,74.83826383707446,81.23192158279781,82.7184231170261,10.425820669652186,9.881837345437335,61.504255237337034,37.037876110864346,0.7198722410280806
JAMSHORO DISTRICT,SINDH,HYDERABAD DIVISION,4,934,174,30.33170868784038,29.078033374080363,47.11369339237836,52.906107840249774,52.04021274887444,55.47896034383173,4.939354701168867,14.012114499950682,18.19556250281805,58.639762608351035,57.63693114159837
MATIARI DISTRICT,SINDH,HYDERABAD DIVISION,3,457,113,14.129700257415392,48.000618553209605,73.74682777352596,67.32238508187008,74.46274502305937,71.2136998497409,1.3193431492880394,9.599958056878071,20.405824387128177,60.32560107539609,24.01299844102842
TANDO ALLAHYAR DISTRICT,SINDH,HYDERABAD DIVISION,3,456,91,18.872754094356008,63.105202225140886,72.39001768999044,63.001924009673886,75.54534436164344,79.19456387904393,0.9658257088246903,8.109960130548382,23.914758204752506,43.631561549251096,4.088376830297805
TANDO MUHAMMAD KHAN DISTRICT,SINDH,HYDERABAD DIVISION,3,863,158,26.902643816864664,50.829910510096546,64.33514909782434,51.334966489207815,61.738923859543085,60.408399639911536,2.136353227879139,2.8039941487022704,21.35633086376317,70.10561487957926,0.0
THATTA DISTRICT,SINDH,HYDERABAD DIVISION,4,1696,260,38.50274699498486,51.36678805718665,46.24413239296777,46.46415241740116,57.29052883406052,53.233314615725156,2.7810750836593425,3.925839371778058,10.668011022410054,60.80256337770711,58.00227504781426
SUJAWAL DISTRICT,SINDH,HYDERABAD DIVISION,5,1246,379,38.22808438895436,47.449079590194756,45.00380810005527,47.133421355597584,56.17767970068862,54.871467298661294,3.671603020518773,11.566312423938552,3.5410522517009797,59.70520821982429,2.754236440951414
JACOBABAD DISTRICT,SINDH,LARKANA DIVISION,3,1494,208,30.092055194062013,47.78574858739071,54.41454639952057,58.10073151781515,61.46291485873016,60.27746433159883,2.52695365597287,7.435423875458272,26.649608334509225,39.41797121864546,2.0478850147179104
KASHMORE DISTRICT,SINDH,LARKANA DIVISION,3,711,147,22.370437917129333,43.208603226265446,56.68198683706741,51.01381010008076,68.05289932704791,63.0450540124904,0.16278066028139193,4.450417908781169,6.342438560054322,53.225181022097615,7.760412791155545
LARKANA DISTRICT,SINDH,LARKANA DIVISION,4,760,182,28.57166838078042,50.56090576110025,69.56950048233595,70.34767352958758,68.29062094318459,67.99375916237707,2.9407611544475456,4.961889342187145,27.483705217270206,55.05929967474461,1.9420919811445423
KAMBAR SHAHDAD KOT DISTRICT,SINDH,LARKANA DIVISION,7,1142,275,39.834145309506354,44.71223331624288,60.43070052234874,52.59454275565405,60.54238465963976,57.994220658457586,2.2165521975980567,1.6306979855931034,16.755346509998173,60.63476001458392,0.622522969999371
SHIKARPUR DISTRICT,SINDH,LARKANA DIVISION,4,1085,236,30.04649856682992,41.900090358314905,63.48517708137806,59.60466462199615,66.47453261135789,64.05550362511312,2.2784142693597924,3.253850030839938,9.453547867206822,50.91386688310996,4.189071706530366
MIRPUR KHAS DISTRICT,SINDH,MIRPUR KHAS DIVISION,7,1775,415,48.3088462115613,55.22069750712985,52.187025695572906,52.993999047159775,62.11307267290482,56.26171028287643,0.895950378960678,5.957164972672416,16.941044446594415,68.08245399736582,2.0156718502032893
SANGHAR DISTRICT,SINDH,SHAHEED BENAZIRABAD DIVISION,6,2175,361,47.223332547714065,53.99827371316325,60.742153481312265,59.57511945018544,61.18858241659997,61.79479841499287,1.9547973087867794,9.45021104967517,9.657028423968114,41.59455402000772,12.327569066764339
THARPARKAR DISTRICT,SINDH,MIRPUR KHAS DIVISION,7,1383,170,39.47475675825836,16.704111923621053,34.31008977194405,41.63301169579304,56.68641736332181,65.51680540575964,9.69704730845918,54.251157415380305,9.719733821927376,35.876793666776265,56.499585086532235
UMER KOT DISTRICT,SINDH,MIRPUR KHAS DIVISION,4,1683,235,37.33774275783402,46.20264607714627,44.394484775170156,54.90774637932718,63.39180588655763,63.21150891389728,4.229864998265431,5.147802639316837,3.2134053201520953,55.60447810157021,8.796583989382718
GHOTKI DISTRICT,SINDH,SUKKUR DIVISION,5,1087,284,33.38751406657959,51.45783323496212,63.40014104369123,58.02498632839258,65.66996020783616,62.216447354917314,3.6891671292014268,2.259714173563733,25.62220334605171,43.95580833234196,3.356131544174618
KHAIRPUR DISTRICT,SINDH,SUKKUR DIVISION,8,2152,412,49.9894674867683,58.745876675937616,67.03662731591933,62.922293188073084,68.60604175098726,69.59971009424983,2.657715979037211,12.36547755526701,8.528268260996374,73.31152555677346,21.6860460120783
SHAHEED BENAZIRABAD DISTRICT,SINDH,SHAHEED BENAZIRABAD DIVISION,4,1310,328,31.89666783745228,58.342578886662,68.80708024481153,59.668153211182016,66.09677926491014,61.86246310232676,1.2016111487735743,3.8179891548445775,51.240333988789956,48.84625952432936,3.39897810445337
SUKKUR DISTRICT,SINDH,SUKKUR DIVISION,5,1159,272,34.702961006551966,41.42768305714824,53.85234479312398,56.43048750143747,60.067441873773895,59.472741166789945,4.326098366749733,1.1861584837070893,11.712515450047437,58.27488188962198,19.07634961850311
AWARAN DISTRICT,BALOCHISTAN,KALAT DIVISION,5,549,241,32.4094376964493,24.31950959389081,14.358393441722422,15.697345079394989,30.943792540561272,19.85799426382017,4.9655522816797095,2.4189549195480926,0.0,69.9221109878389,69.43675447540343
KALAT DISTRICT,BALOCHISTAN,KALAT DIVISION,4,1607,361,41.336342045986115,23.065341617646453,16.615597646844893,19.34921846081083,28.180532765251076,21.437554884060415,3.131153041795061,0.40938641828206473,1.3392904058481814,86.26290610030678,55.322699104603586
SHAHEED SIKANDAR ABAD DISTRICT,BALOCHISTAN,KALAT DIVISION,2,1322,261,30.26018243348233,25.513167881157578,37.085796367098126,42.06634311571572,50.06698212795497,49.115125036504956,3.86264242829947,1.9368859123292657,0.0,92.60203581032056,42.923884683297366
KHARAN DISTRICT,BALOCHISTAN,RAKHSHAN DIVISION,4,333,180,28.297772774367846,33.25900292544196,35.46455022055643,36.033803335024764,46.04392892140906,42.351108989405546,24.66827603294709,3.3806678924873443,1.9862357982003673,53.47790910928786,57.24816505033853
KHUZDAR DISTRICT,BALOCHISTAN,KALAT DIVISION,9,5653,1250,100.0,24.635193762345352,12.935355872326104,17.11585264439138,16.956339391525336,1.4730476965906774,1.9417046338487651,3.957825849791541,1.9415256553264186,74.52919402563313,36.02477870135012
LASBELA DISTRICT,BALOCHISTAN,KALAT DIVISION,9,1423,299,47.116291163347256,32.2345153596944,28.642771133963503,38.44913248307096,43.43424694810209,43.14849762665564,16.16406921575264,9.782120501177008,6.126747495623247,90.81768892998724,53.12021908032229
MASTUNG DISTRICT,BALOCHISTAN,KALAT DIVISION,4,523,285,32.20773593675478,30.061959622753452,52.14375145513613,46.229790634848314,55.21524299107732,41.80929011341984,2.804276898589162,1.54212931915051,0.0,84.37670587134696,60.20022296497247
WASHUK DISTRICT,BALOCHISTAN,RAKHSHAN DIVISION,5,331,232,27.997517956964447,27.59370629829202,16.223069590359586,20.940663344545065,25.31766444410485,24.778387732768188,4.181198350699835,0.49169141133757677,0.0,82.9245233932836,57.62650918063561
GWADAR DISTRICT,BALOCHISTAN,MEKRAN DIVISION,5,470,145,29.385047875730287,21.726723598578964,22.985004311810993,20.93005054299413,24.19960752123059,20.43196846306247,8.190065174306255,14.25075444087534,13.031094955958608,74.57718473348021,42.1010109473365
KECH DISTRICT,BALOCHISTAN,MEKRAN DIVISION,6,937,284,37.53836799840356,14.616550618471397,29.06929600836396,25.141027191386083,45.689550011449114,17.367454884831695,23.86259402481981,15.160866992287298,1.0232810105464325,85.31036624154558,56.21756072671846
PANJGUR DISTRICT,BALOCHISTAN,MEKRAN DIVISION,4,1407,202,24.824225057284977,23.75514616378259,27.24093860809658,31.84838497111901,52.75889810107961,29.314551643025855,26.167372923457037,4.248437847824288,3.730752885370816,84.40354459196638,74.46280345337985
JAFFARABAD DISTRICT,BALOCHISTAN,NASIRABAD DIVISION,3,769,170,26.42447008675225,38.39398910566637,40.915968634446735,46.79766743461767,55.17239159671048,48.758976497262395,0.6473977968000878,3.216321772769733,1.336766602658605,57.55880449778077,18.114836613270143
JHAL MAGSI DISTRICT,BALOCHISTAN,NASIRABAD DIVISION,3,748,198,27.040155645751103,26.15972874850031,34.29463747583367,36.66360018099573,44.68879842352799,38.63008112606219,2.3116599141859933,0.46451250549968665,0.0,61.47031743493814,83.00087519086762
KACHHI DISTRICT,BALOCHISTAN,NASIRABAD DIVISION,6,421,305,35.55730041165889,22.6679078607098,34.76004592861839,39.085430904494984,49.54923301327842,49.68409339317343,3.1484688812417456,0.5252155434576554,0.6483521100993905,74.50470308085465,71.70832618302533
NASIRABAD DISTRICT,BALOCHISTAN,NASIRABAD DIVISION,5,746,165,32.36679084173991,30.909011318662934,33.686313002365445,39.255077490952246,41.52230297681613,45.48229404972289,0.14426070282762618,0.4093031163720642,4.274391265448528,47.879525069931525,46.479813279353884
CHAGAI DISTRICT,BALOCHISTAN,RAKHSHAN DIVISION,4,501,48,26.144228110281727,12.250454817203574,18.870937766792668,24.58953699941961,31.963884513055756,7.836240852087198,4.550218653540295,57.77374043745203,0.0,58.75627948923587,76.27283832756719
KILLA ABDULLAH DISTRICT,BALOCHISTAN,QUETTA DIVISION,4,509,101,22.561331218515356,30.988411970471986,38.44121561874847,44.840742969943285,62.1415245209612,51.430048521559534,2.763546084982402,9.010440330023501,0.0,79.29975777132489,56.97753660723176
NUSHKI DISTRICT,BALOCHISTAN,RAKHSHAN DIVISION,2,131,45,16.673412440922704,32.32023892926206,41.38140717700839,34.77344014332748,46.04008658365875,43.86817711185203,33.498354218799996,6.698031148414008,0.0,89.74755833800671,56.69683625889487
PISHIN DISTRICT,BALOCHISTAN,QUETTA DIVISION,5,593,374,36.14552774911896,23.40562640916195,39.457664625599804,49.261883737410784,61.91569455672267,52.401517885700656,2.1221121163122287,14.681327599606298,24.30493953830622,75.16426020589388,0.1714989476286201
QUETTA DISTRICT,BALOCHISTAN,QUETTA DIVISION,3,328,68,5.175342991018737,30.71782356721034,77.56975875013612,83.93470930463671,91.55402441157906,87.62853251020013,51.19839314096599,9.49663623494482,0.0,75.06093021614039,0.8702933063175315
DERA BUGTI DISTRICT,BALOCHISTAN,SIBI DIVISION,8,765,222,39.19350686358327,28.163070932765716,16.43645097870459,31.70437054418468,39.30822316298844,38.41411009455452,1.5628064714379564,0.5692587873684111,6.652260118789144,97.02412170963915,97.51549409270976
